id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,gender,color,size,pattern,google_product_category,default_product,variant
4114-P-M_5703,"Maxi T-Shirt","Cor: PRETO, Tamanho: M",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-2.jpg,https://paolagiacomelli.com.br/produto/maxi-t-shirt/?attribute_pa_cor=preto&attribute_pa_tamanho=m,"Blusa Manga Curta","Paola Giacomelli",169.99BRL,in stock,4114_5616,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-1.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-5.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-7.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-8.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,101.99BRL,new,published,,,,,,,"cor:BRANCO/LILAS/PINK/PRETO/ROSA CHICLETE/VERDE:PRETO,tamanho:PP/P/M/G/GG:M"
4114-P-P_5702,"Maxi T-Shirt","Cor: PRETO, Tamanho: P",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-2.jpg,https://paolagiacomelli.com.br/produto/maxi-t-shirt/?attribute_pa_cor=preto&attribute_pa_tamanho=p,"Blusa Manga Curta","Paola Giacomelli",169.99BRL,in stock,4114_5616,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-1.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-5.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-7.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-8.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,101.99BRL,new,published,,,,,,,"cor:BRANCO/LILAS/PINK/PRETO/ROSA CHICLETE/VERDE:PRETO,tamanho:PP/P/M/G/GG:P"
4114-P-PP_5701,"Maxi T-Shirt","Cor: PRETO, Tamanho: PP",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-2.jpg,https://paolagiacomelli.com.br/produto/maxi-t-shirt/?attribute_pa_cor=preto&attribute_pa_tamanho=pp,"Blusa Manga Curta","Paola Giacomelli",169.99BRL,in stock,4114_5616,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-1.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-5.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-7.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-8.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,101.99BRL,new,published,,,,,,,"cor:BRANCO/LILAS/PINK/PRETO/ROSA CHICLETE/VERDE:PRETO,tamanho:PP/P/M/G/GG:PP"
4114-PK-GG_5700,"Maxi T-Shirt","Cor: PINK, Tamanho: GG",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-5.jpg,https://paolagiacomelli.com.br/produto/maxi-t-shirt/?attribute_pa_cor=pink&attribute_pa_tamanho=gg,"Blusa Manga Curta","Paola Giacomelli",169.99BRL,in stock,4114_5616,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-1.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-5.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-7.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-8.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,101.99BRL,new,published,,,,,,,"cor:BRANCO/LILAS/PINK/PRETO/ROSA CHICLETE/VERDE:PINK,tamanho:PP/P/M/G/GG:GG"
4114-PK-G_5699,"Maxi T-Shirt","Cor: PINK, Tamanho: G",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-5.jpg,https://paolagiacomelli.com.br/produto/maxi-t-shirt/?attribute_pa_cor=pink&attribute_pa_tamanho=g,"Blusa Manga Curta","Paola Giacomelli",169.99BRL,in stock,4114_5616,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-1.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-5.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-7.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-8.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,101.99BRL,new,published,,,,,,,"cor:BRANCO/LILAS/PINK/PRETO/ROSA CHICLETE/VERDE:PINK,tamanho:PP/P/M/G/GG:G"
4114-PK-M_5698,"Maxi T-Shirt","Cor: PINK, Tamanho: M",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-5.jpg,https://paolagiacomelli.com.br/produto/maxi-t-shirt/?attribute_pa_cor=pink&attribute_pa_tamanho=m,"Blusa Manga Curta","Paola Giacomelli",169.99BRL,in stock,4114_5616,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-1.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-5.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-7.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-8.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,101.99BRL,new,published,,,,,,,"cor:BRANCO/LILAS/PINK/PRETO/ROSA CHICLETE/VERDE:PINK,tamanho:PP/P/M/G/GG:M"
4114-PK-P_5697,"Maxi T-Shirt","Cor: PINK, Tamanho: P",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-5.jpg,https://paolagiacomelli.com.br/produto/maxi-t-shirt/?attribute_pa_cor=pink&attribute_pa_tamanho=p,"Blusa Manga Curta","Paola Giacomelli",169.99BRL,in stock,4114_5616,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-1.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-5.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-7.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-8.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,101.99BRL,new,published,,,,,,,"cor:BRANCO/LILAS/PINK/PRETO/ROSA CHICLETE/VERDE:PINK,tamanho:PP/P/M/G/GG:P"
4114-PK-PP_5696,"Maxi T-Shirt","Cor: PINK, Tamanho: PP",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-5.jpg,https://paolagiacomelli.com.br/produto/maxi-t-shirt/?attribute_pa_cor=pink&attribute_pa_tamanho=pp,"Blusa Manga Curta","Paola Giacomelli",169.99BRL,in stock,4114_5616,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-1.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-5.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-7.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-8.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,101.99BRL,new,published,,,,,,,"cor:BRANCO/LILAS/PINK/PRETO/ROSA CHICLETE/VERDE:PINK,tamanho:PP/P/M/G/GG:PP"
4114-LL-G_5694,"Maxi T-Shirt","Cor: LILAS, Tamanho: G",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-1.jpg,https://paolagiacomelli.com.br/produto/maxi-t-shirt/?attribute_pa_cor=lilas&attribute_pa_tamanho=g,"Blusa Manga Curta","Paola Giacomelli",169.99BRL,in stock,4114_5616,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-5.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-7.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-8.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,101.99BRL,new,published,,,,,,,"cor:BRANCO/LILAS/PINK/PRETO/ROSA CHICLETE/VERDE:LILAS,tamanho:PP/P/M/G/GG:G"
4114-LL-M_5693,"Maxi T-Shirt","Cor: LILAS, Tamanho: M",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-1.jpg,https://paolagiacomelli.com.br/produto/maxi-t-shirt/?attribute_pa_cor=lilas&attribute_pa_tamanho=m,"Blusa Manga Curta","Paola Giacomelli",169.99BRL,in stock,4114_5616,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-5.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-7.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-8.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,101.99BRL,new,published,,,,,,,"cor:BRANCO/LILAS/PINK/PRETO/ROSA CHICLETE/VERDE:LILAS,tamanho:PP/P/M/G/GG:M"
4114-LL-P_5692,"Maxi T-Shirt","Cor: LILAS, Tamanho: P",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-1.jpg,https://paolagiacomelli.com.br/produto/maxi-t-shirt/?attribute_pa_cor=lilas&attribute_pa_tamanho=p,"Blusa Manga Curta","Paola Giacomelli",169.99BRL,in stock,4114_5616,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-5.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-7.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-8.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,101.99BRL,new,published,,,,,,,"cor:BRANCO/LILAS/PINK/PRETO/ROSA CHICLETE/VERDE:LILAS,tamanho:PP/P/M/G/GG:P"
4114-B-GG_5690,"Maxi T-Shirt","Cor: BRANCO, Tamanho: GG",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-7.jpg,https://paolagiacomelli.com.br/produto/maxi-t-shirt/?attribute_pa_cor=branco&attribute_pa_tamanho=gg,"Blusa Manga Curta","Paola Giacomelli",169.99BRL,in stock,4114_5616,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-1.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-5.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-7.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-8.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,101.99BRL,new,published,,,,,,,"cor:BRANCO/LILAS/PINK/PRETO/ROSA CHICLETE/VERDE:BRANCO,tamanho:PP/P/M/G/GG:GG"
4114-B-G_5689,"Maxi T-Shirt","Cor: BRANCO, Tamanho: G",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-7.jpg,https://paolagiacomelli.com.br/produto/maxi-t-shirt/?attribute_pa_cor=branco&attribute_pa_tamanho=g,"Blusa Manga Curta","Paola Giacomelli",169.99BRL,in stock,4114_5616,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-1.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-5.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-7.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-8.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,101.99BRL,new,published,,,,,,,"cor:BRANCO/LILAS/PINK/PRETO/ROSA CHICLETE/VERDE:BRANCO,tamanho:PP/P/M/G/GG:G"
4114-B-M_5688,"Maxi T-Shirt","Cor: BRANCO, Tamanho: M",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-7.jpg,https://paolagiacomelli.com.br/produto/maxi-t-shirt/?attribute_pa_cor=branco&attribute_pa_tamanho=m,"Blusa Manga Curta","Paola Giacomelli",169.99BRL,in stock,4114_5616,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-1.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-5.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-7.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-8.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,101.99BRL,new,published,,,,,,,"cor:BRANCO/LILAS/PINK/PRETO/ROSA CHICLETE/VERDE:BRANCO,tamanho:PP/P/M/G/GG:M"
4114-B-P_5687,"Maxi T-Shirt","Cor: BRANCO, Tamanho: P",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-7.jpg,https://paolagiacomelli.com.br/produto/maxi-t-shirt/?attribute_pa_cor=branco&attribute_pa_tamanho=p,"Blusa Manga Curta","Paola Giacomelli",169.99BRL,in stock,4114_5616,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-1.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-5.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-7.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-8.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,101.99BRL,new,published,,,,,,,"cor:BRANCO/LILAS/PINK/PRETO/ROSA CHICLETE/VERDE:BRANCO,tamanho:PP/P/M/G/GG:P"
4114-B-PP_5686,"Maxi T-Shirt","Cor: BRANCO, Tamanho: PP",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-7.jpg,https://paolagiacomelli.com.br/produto/maxi-t-shirt/?attribute_pa_cor=branco&attribute_pa_tamanho=pp,"Blusa Manga Curta","Paola Giacomelli",169.99BRL,in stock,4114_5616,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-1.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-5.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-7.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Maxi-Tshirt-8.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,101.99BRL,new,published,,,,,,,"cor:BRANCO/LILAS/PINK/PRETO/ROSA CHICLETE/VERDE:BRANCO,tamanho:PP/P/M/G/GG:PP"
10129-V-M_5680,"Macacão Casual","Cor: VERDE, Tamanho: M",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-1.jpg,https://paolagiacomelli.com.br/produto/macacao-casual/?attribute_pa_cor=verde&attribute_pa_tamanho=m,"Macacão, Macacão Longo","Paola Giacomelli",459.99BRL,in stock,10129_5610,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-4.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,275.99BRL,new,published,,,,,,,"cor:MARROM/PRETO/VERDE:VERDE,tamanho:PP/P/M/G:M"
10129-V-P_5679,"Macacão Casual","Cor: VERDE, Tamanho: P",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-1.jpg,https://paolagiacomelli.com.br/produto/macacao-casual/?attribute_pa_cor=verde&attribute_pa_tamanho=p,"Macacão, Macacão Longo","Paola Giacomelli",459.99BRL,in stock,10129_5610,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-4.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,275.99BRL,new,published,,,,,,,"cor:MARROM/PRETO/VERDE:VERDE,tamanho:PP/P/M/G:P"
10129-V-PP_5678,"Macacão Casual","Cor: VERDE, Tamanho: PP",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-1.jpg,https://paolagiacomelli.com.br/produto/macacao-casual/?attribute_pa_cor=verde&attribute_pa_tamanho=pp,"Macacão, Macacão Longo","Paola Giacomelli",459.99BRL,in stock,10129_5610,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-4.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,275.99BRL,new,published,,,,,,,"cor:MARROM/PRETO/VERDE:VERDE,tamanho:PP/P/M/G:PP"
10129-P-P_5675,"Macacão Casual","Cor: PRETO, Tamanho: P",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-2.jpg,https://paolagiacomelli.com.br/produto/macacao-casual/?attribute_pa_cor=preto&attribute_pa_tamanho=p,"Macacão, Macacão Longo","Paola Giacomelli",459.99BRL,in stock,10129_5610,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-1.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-4.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,275.99BRL,new,published,,,,,,,"cor:MARROM/PRETO/VERDE:PRETO,tamanho:PP/P/M/G:P"
10129-P-PP_5674,"Macacão Casual","Cor: PRETO, Tamanho: PP",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-2.jpg,https://paolagiacomelli.com.br/produto/macacao-casual/?attribute_pa_cor=preto&attribute_pa_tamanho=pp,"Macacão, Macacão Longo","Paola Giacomelli",459.99BRL,in stock,10129_5610,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-1.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-4.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,275.99BRL,new,published,,,,,,,"cor:MARROM/PRETO/VERDE:PRETO,tamanho:PP/P/M/G:PP"
10129-M-M_5672,"Macacão Casual","Cor: MARROM, Tamanho: M",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-4.jpg,https://paolagiacomelli.com.br/produto/macacao-casual/?attribute_pa_cor=marrom&attribute_pa_tamanho=m,"Macacão, Macacão Longo","Paola Giacomelli",459.99BRL,in stock,10129_5610,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-1.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-4.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,275.99BRL,new,published,,,,,,,"cor:MARROM/PRETO/VERDE:MARROM,tamanho:PP/P/M/G:M"
10129-M-P_5671,"Macacão Casual","Cor: MARROM, Tamanho: P",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-4.jpg,https://paolagiacomelli.com.br/produto/macacao-casual/?attribute_pa_cor=marrom&attribute_pa_tamanho=p,"Macacão, Macacão Longo","Paola Giacomelli",459.99BRL,in stock,10129_5610,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-1.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-4.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,275.99BRL,new,published,,,,,,,"cor:MARROM/PRETO/VERDE:MARROM,tamanho:PP/P/M/G:P"
10129-M-PP_5670,"Macacão Casual","Cor: MARROM, Tamanho: PP",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-4.jpg,https://paolagiacomelli.com.br/produto/macacao-casual/?attribute_pa_cor=marrom&attribute_pa_tamanho=pp,"Macacão, Macacão Longo","Paola Giacomelli",459.99BRL,in stock,10129_5610,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-1.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Macacao-casual-4.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,275.99BRL,new,published,,,,,,,"cor:MARROM/PRETO/VERDE:MARROM,tamanho:PP/P/M/G:PP"
10126-V-G_5669,"Top Casual","Cor: VERDE, Tamanho: G",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-1.jpg,https://paolagiacomelli.com.br/produto/top-casual/?attribute_pa_cor=verde&attribute_pa_tamanho=g,"Top de alcinha","Paola Giacomelli",269.99BRL,in stock,10126_5611,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-4.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,161.99BRL,new,published,,,,,,,"cor:LILAS/PRETO/VERDE:VERDE,tamanho:P/M/G/GG:G"
10126-V-M_5668,"Top Casual","Cor: VERDE, Tamanho: M",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-1.jpg,https://paolagiacomelli.com.br/produto/top-casual/?attribute_pa_cor=verde&attribute_pa_tamanho=m,"Top de alcinha","Paola Giacomelli",269.99BRL,in stock,10126_5611,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-4.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,161.99BRL,new,published,,,,,,,"cor:LILAS/PRETO/VERDE:VERDE,tamanho:P/M/G/GG:M"
10126-P-G_5665,"Top Casual","Cor: PRETO, Tamanho: G",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-4.jpg,https://paolagiacomelli.com.br/produto/top-casual/?attribute_pa_cor=preto&attribute_pa_tamanho=g,"Top de alcinha","Paola Giacomelli",269.99BRL,in stock,10126_5611,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-1.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-4.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,161.99BRL,new,published,,,,,,,"cor:LILAS/PRETO/VERDE:PRETO,tamanho:P/M/G/GG:G"
10126-P-M_5664,"Top Casual","Cor: PRETO, Tamanho: M",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-4.jpg,https://paolagiacomelli.com.br/produto/top-casual/?attribute_pa_cor=preto&attribute_pa_tamanho=m,"Top de alcinha","Paola Giacomelli",269.99BRL,in stock,10126_5611,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-1.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-4.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,161.99BRL,new,published,,,,,,,"cor:LILAS/PRETO/VERDE:PRETO,tamanho:P/M/G/GG:M"
10126-LL-G_5661,"Top Casual","Cor: LILAS, Tamanho: G",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-3.jpg,https://paolagiacomelli.com.br/produto/top-casual/?attribute_pa_cor=lilas&attribute_pa_tamanho=g,"Top de alcinha","Paola Giacomelli",269.99BRL,in stock,10126_5611,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-1.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-4.jpg",2022-02-01T00:00+00:00/2022-03-13T23:59+00:00,161.99BRL,new,published,,,,,,,"cor:LILAS/PRETO/VERDE:LILAS,tamanho:P/M/G/GG:G"
10126-LL-M_5660,"Top Casual","Cor: LILAS, Tamanho: M",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-3.jpg,https://paolagiacomelli.com.br/produto/top-casual/?attribute_pa_cor=lilas&attribute_pa_tamanho=m,"Top de alcinha","Paola Giacomelli",269.99BRL,in stock,10126_5611,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-1.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Top-Casual-4.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,161.99BRL,new,published,,,,,,,"cor:LILAS/PRETO/VERDE:LILAS,tamanho:P/M/G/GG:M"
10137-R-M_5655,"Vestido Amanda","Cor: ROSA, Tamanho: M",https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Amanda-1.jpg,https://paolagiacomelli.com.br/produto/vestido-amanda/?attribute_pa_cor=rosa&attribute_pa_tamanho=m,"Vestido Mid","Paola Giacomelli",489.99BRL,in stock,10137_5612,,"https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Amanda-2.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Amanda-3.jpg,https://paolagiacomelli.com.br/wp-content/uploads/2021/09/Vestido-Amanda-4.jpg",2022-02-01T00:00+00:00/2022-03-12T23:59+00:00,293.99BRL,new,published,,,,,,,"cor:AZUL TURQUESA/ROSA:ROSA,tamanho:P/M/G/GG/PP:M"
