cod_produto,cod_mae,cod_barras,nome_produto,categoria,subcategoria,cores,tamanho,qtde_estoque,preco-errado,preco-certo,tags,descricao_produto,imagem_produto,medidas,busto,cintura
36207,41011472,2000000000718,CALÇA FLARE BABADOS,CALÇAS,FLARE,MARROM5,P,4,25999,259.99,FASHION MODA TREND >> CALÇAS >> FLARE >> POLIAMIDA + ELASTANO,41011472 - CALÇA FLARE BABADOS - Tam P Cor MARROM5,    ,P CINTURA 69CM QUAD 96CM COMPRIMENTO 117CM,  ,   
36208,41011472,2000000000725,CALÇA FLARE BABADOS,CALÇAS,FLARE,MARROM5,M,4,25999,259.99,FASHION MODA TREND >> CALÇAS >> FLARE >> POLIAMIDA + ELASTANO,41011472 - CALÇA FLARE BABADOS - Tam M Cor MARROM5,    ,M CINTURA 73CM QUAD 103 CM COMPRIMENTO 117CM,  ,   
36209,41011472,2000000000732,CALÇA FLARE BABADOS,CALÇAS,FLARE,ROSE CLARO,P,3,25999,259.99,FASHION MODA TREND >> CALÇAS >> FLARE >> POLIAMIDA + ELASTANO,41011472 - CALÇA FLARE BABADOS - Tam P Cor ROSE CLARO,    ,P CINTURA 69CM QUAD 96CM COMPRIMENTO 117CM,  ,   
36210,41011472,2000000000749,CALÇA FLARE BABADOS,CALÇAS,FLARE,ROSE CLARO,M,2,25999,259.99,FASHION MODA TREND >> CALÇAS >> FLARE >> POLIAMIDA + ELASTANO,41011472 - CALÇA FLARE BABADOS - Tam M Cor ROSE CLARO,    ,M CINTURA 73CM QUAD 103 CM COMPRIMENTO 117CM,  ,   
36211,41011472,2000000000756,CALÇA FLARE BABADOS,CALÇAS,FLARE,ROSE FORTE,M,1,25999,259.99,FASHION MODA TREND >> CALÇAS >> FLARE >> POLIAMIDA + ELASTANO,41011472 - CALÇA FLARE BABADOS - Tam M Cor ROSE FORTE,    ,M CINTURA 73CM QUAD 103 CM COMPRIMENTO 117CM,  ,   
36212,41011472,2000000000763,CALÇA FLARE BABADOS,CALÇAS,FLARE,ROSE FORTE,P,3,25999,259.99,FASHION MODA TREND >> CALÇAS >> FLARE >> POLIAMIDA + ELASTANO,41011472 - CALÇA FLARE BABADOS - Tam P Cor ROSE FORTE,    ,P CINTURA 69CM QUAD 96CM COMPRIMENTO 117CM,  ,   
36213,41011472,2000000000770,CALÇA FLARE BABADOS,CALÇAS,FLARE,AZUL BEBE,P,1,25999,259.99,FASHION MODA TREND >> CALÇAS >> FLARE >> POLIAMIDA + ELASTANO,41011472 - CALÇA FLARE BABADOS - Tam P Cor AZUL BEBE,    ,P CINTURA 69CM QUAD 96CM COMPRIMENTO 117CM,  ,   
36214,41011472,2000000000787,CALÇA FLARE BABADOS,CALÇAS,FLARE,AZUL BEBE,M,1,25999,259.99,FASHION MODA TREND >> CALÇAS >> FLARE >> POLIAMIDA + ELASTANO,41011472 - CALÇA FLARE BABADOS - Tam M Cor AZUL BEBE,    ,M CINTURA 73CM QUAD 103 CM COMPRIMENTO 117CM,  ,   
36215,41011472,2000000000794,CALÇA FLARE BABADOS,CALÇAS,FLARE,AZUL BEBE,G,1,25999,259.99,FASHION MODA TREND >> CALÇAS >> FLARE >> POLIAMIDA + ELASTANO,41011472 - CALÇA FLARE BABADOS - Tam G Cor AZUL BEBE,    ,G CINTURA 77CM QUAD 107CM COMPRIMENTO 117CM,  ,   
36216,41011472,2000000000817,CALÇA FLARE BABADOS,CALÇAS,FLARE,OFF,M,2,25999,259.99,FASHION MODA TREND >> CALÇAS >> FLARE >> POLIAMIDA + ELASTANO,41011472 - CALÇA FLARE BABADOS - Tam M Cor OFF,    ,M CINTURA 73CM QUAD 103 CM COMPRIMENTO 117CM,  ,   
36217,41011472,2000000000824,CALÇA FLARE BABADOS,CALÇAS,FLARE,PRETA,P,2,25999,259.99,FASHION MODA TREND >> CALÇAS >> FLARE >> POLIAMIDA + ELASTANO,41011472 - CALÇA FLARE BABADOS - Tam P Cor PRETA,    ,P CINTURA 69CM QUAD 96CM COMPRIMENTO 117CM,  ,   
36218,41011472,2000000000831,CALÇA FLARE BABADOS,CALÇAS,FLARE,PRETA,M,3,25999,259.99,FASHION MODA TREND >> CALÇAS >> FLARE >> POLIAMIDA + ELASTANO,41011472 - CALÇA FLARE BABADOS - Tam M Cor PRETA,    ,M CINTURA 73CM QUAD 103 CM COMPRIMENTO 117CM,  ,   
36219,41011472,2000000000848,CALÇA FLARE BABADOS,CALÇAS,FLARE,PRETA,G,2,25999,259.99,FASHION MODA TREND >> CALÇAS >> FLARE >> POLIAMIDA + ELASTANO,41011472 - CALÇA FLARE BABADOS - Tam G Cor PRETA,    ,G CINTURA 77CM QUAD 107CM COMPRIMENTO 117CM,  ,   
36220,41011472,2000000000855,CALÇA FLARE BABADOS,CALÇAS,FLARE,OFF,P,2,25999,259.99,FASHION MODA TREND >> CALÇAS >> FLARE >> POLIAMIDA + ELASTANO,41011472 - CALÇA FLARE BABADOS - Tam P Cor OFF,    ,P CINTURA 69CM QUAD 96CM COMPRIMENTO 117CM,  ,   
36221,61624816,2000000001838,BOJO RENDA SUPER PARC RECORTE,BLUSAS,TOP,AZUL BEBE,M,2,11999,119.99,FASHION MODA TREND >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,61624816 - BOJO RENDA SUPER PARC RECORTE - Tam M Cor AZUL BEBE,    ,M BUSTO 89 CM ,  ,   
36222,61624816,2000000001869,BOJO RENDA SUPER PARC RECORTE,BLUSAS,TOP,AZUL BEBE,P,0,11999,119.99,FASHION MODA TREND >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,61624816 - BOJO RENDA SUPER PARC RECORTE - Tam P Cor AZUL BEBE,    ,P BUSTO 85 CM,  ,   
36223,81624977,2000000001654,TOP TEXTURA TULE STRETCH-FLIRTY,BLUSAS,TOP,VERDE CLARO,P,0,11999,119.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,81624977 - TOP TEXTURA TULE STRETCH-FLIRTY - Tam P Cor VERDE CLARO,    ,P BUSTO 85 CM,  ,   
36224,81624977,2000000001661,TOP TEXTURA TULE STRETCH-FLIRTY,BLUSAS,TOP,VERDE CLARO,M,2,11999,119.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,81624977 - TOP TEXTURA TULE STRETCH-FLIRTY - Tam M Cor VERDE CLARO,    ,M BUSTO 89 CM ,  ,   
36225,81624977,2000000001678,TOP TEXTURA TULE STRETCH-FLIRTY,BLUSAS,TOP,VERDE CLARO,G,0,11999,119.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,81624977 - TOP TEXTURA TULE STRETCH-FLIRTY - Tam G Cor VERDE CLARO,    ,G BUSTO 93 CM,  ,   
36226,81624977,2000000001685,TOP TEXTURA TULE STRETCH-FLIRTY,BLUSAS,TOP,MILITAR,P,0,11999,119.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,81624977 - TOP TEXTURA TULE STRETCH-FLIRTY - Tam P Cor MILITAR,    ,P BUSTO 85 CM,  ,   
36227,81624977,2000000001708,TOP TEXTURA TULE STRETCH-FLIRTY,BLUSAS,TOP,MILITAR,G,1,11999,119.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,81624977 - TOP TEXTURA TULE STRETCH-FLIRTY - Tam G Cor MILITAR,    ,G BUSTO 93 CM,  ,   
36228,81624977,2000000001715,TOP TEXTURA TULE STRETCH-FLIRTY,BLUSAS,TOP,BORDO,G,1,11999,119.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,81624977 - TOP TEXTURA TULE STRETCH-FLIRTY - Tam G Cor BORDO,    ,G BUSTO 93 CM,  ,   
36229,81624977,2000000001722,TOP TEXTURA TULE STRETCH-FLIRTY,BLUSAS,TOP,BORDO,M,2,11999,119.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,81624977 - TOP TEXTURA TULE STRETCH-FLIRTY - Tam M Cor BORDO,    ,M BUSTO 89 CM ,  ,   
36230,81624977,2000000001739,TOP TEXTURA TULE STRETCH-FLIRTY,BLUSAS,TOP,BORDO,P,0,11999,119.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,81624977 - TOP TEXTURA TULE STRETCH-FLIRTY - Tam P Cor BORDO,    ,P BUSTO 85 CM,  ,   
36231,81624977,2000000001746,TOP TEXTURA TULE STRETCH-FLIRTY,BLUSAS,TOP,FENDI,P,2,11999,119.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,81624977 - TOP TEXTURA TULE STRETCH-FLIRTY - Tam P Cor FENDI,    ,P BUSTO 85 CM,  ,   
36232,81624977,2000000001753,TOP TEXTURA TULE STRETCH-FLIRTY,BLUSAS,TOP,FENDI,G,2,11999,119.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,81624977 - TOP TEXTURA TULE STRETCH-FLIRTY - Tam G Cor FENDI,    ,G BUSTO 93 CM,  ,   
36233,81624977,2000000001760,TOP TEXTURA TULE STRETCH-FLIRTY,BLUSAS,TOP,FENDI,M,1,11999,119.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,81624977 - TOP TEXTURA TULE STRETCH-FLIRTY - Tam M Cor FENDI,    ,M BUSTO 89 CM ,  ,   
36234,81624977,2000000001777,TOP TEXTURA TULE STRETCH-FLIRTY,BLUSAS,TOP,MILITAR,M,0,11999,119.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,81624977 - TOP TEXTURA TULE STRETCH-FLIRTY - Tam M Cor MILITAR,    ,M BUSTO 89 CM ,  ,   
36235,81624977,2000000001784,TOP TEXTURA TULE STRETCH-FLIRTY,BLUSAS,TOP,AZUL MARINHO,P,2,11999,119.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,81624977 - TOP TEXTURA TULE STRETCH-FLIRTY - Tam P Cor AZUL MARINHO,    ,P BUSTO 85 CM,  ,   
36236,81624977,2000000001791,TOP TEXTURA TULE STRETCH-FLIRTY,BLUSAS,TOP,AZUL BEBE,P,2,11999,119.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,81624977 - TOP TEXTURA TULE STRETCH-FLIRTY - Tam P Cor AZUL BEBE,    ,P BUSTO 85 CM,  ,   
36237,81624977,2000000001814,TOP TEXTURA TULE STRETCH-FLIRTY,BLUSAS,TOP,AZUL BEBE,G,1,11999,119.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,81624977 - TOP TEXTURA TULE STRETCH-FLIRTY - Tam G Cor AZUL BEBE,    ,G BUSTO 93 CM,  ,   
36238,81624977,2000000001821,TOP TEXTURA TULE STRETCH-FLIRTY,BLUSAS,TOP,AZUL MARINHO,M,0,11999,119.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> TOP >> POLIAMIDA + ELASTANO,81624977 - TOP TEXTURA TULE STRETCH-FLIRTY - Tam M Cor AZUL MARINHO,    ,M BUSTO 89 CM ,  ,   
36239,51625224,2000000001135,BLUSA MANGAS VÁRIAS LISTA,BLUSAS,,PÉROLAS,P,2,21999,219.99,,51625224 - BLUSA MANGAS VÁRIAS LISTA - Tam P Cor PÉROLAS,    ,,  ,   
36240,51625224,2000000001142,BLUSA MANGAS VÁRIAS LISTA,BLUSAS,,PÉROLAS,M,1,21999,219.99,,51625224 - BLUSA MANGAS VÁRIAS LISTA - Tam M Cor PÉROLAS,    ,,  ,   
36241,51625224,2000000001159,BLUSA MANGAS VÁRIAS LISTA,BLUSAS,,PÉROLAS,G,0,21999,219.99,,51625224 - BLUSA MANGAS VÁRIAS LISTA - Tam G Cor PÉROLAS,    ,,  ,   
36242,61625330,2000000001166,BLUSA CALÇA FORRO VÁRIAS LISTA,BLUSAS,REGATA,ROSA,P,1,17999,179.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> REGATA >> 100% POLIESTER,61625330 - BLUSA CALÇA FORRO VÁRIAS LISTA - Tam P Cor ROSA,    ,P BUSTO 93 CM,  ,   
36243,61625330,2000000001173,BLUSA CALÇA FORRO VÁRIAS LISTA,BLUSAS,REGATA,ROSA,M,1,17999,179.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> REGATA >> 100% POLIESTER,61625330 - BLUSA CALÇA FORRO VÁRIAS LISTA - Tam M Cor ROSA,    ,M BUSTO 97 CM,  ,   
36244,61625330,2000000001180,BLUSA CALÇA FORRO VÁRIAS LISTA,BLUSAS,REGATA,ROSA,G,0,17999,179.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> REGATA >> 100% POLIESTER,61625330 - BLUSA CALÇA FORRO VÁRIAS LISTA - Tam G Cor ROSA,    ,,  ,   
36245,81625581,2000000001289,BLUSA RENDA RENDA ELASTICO,BLUSAS,REGATA,SALMAO,P,2,23999,239.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,81625581 - BLUSA RENDA RENDA ELASTICO - Tam P Cor SALMAO,    ,P BUSTO 89CM  ,  ,   
36246,81625581,2000000001296,BLUSA RENDA RENDA ELASTICO,BLUSAS,REGATA,SALMAO,M,2,23999,239.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,81625581 - BLUSA RENDA RENDA ELASTICO - Tam M Cor SALMAO,    ,M BUSTO 93 CM,  ,   
36247,81625581,2000000001302,BLUSA RENDA RENDA ELASTICO,BLUSAS,REGATA,BRANCO,M,2,23999,239.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,81625581 - BLUSA RENDA RENDA ELASTICO - Tam M Cor BRANCO,    ,M BUSTO 93 CM,  ,   
36248,81625581,2000000001319,BLUSA RENDA RENDA ELASTICO,BLUSAS,REGATA,BRANCO,P,2,23999,239.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,81625581 - BLUSA RENDA RENDA ELASTICO - Tam P Cor BRANCO,    ,P BUSTO 89CM  ,  ,   
36249,71625642,2000000001630,BLUSA CAIMENTO LAÇOSCOMBABADOS PLNA,BLUSAS,OMBRO A OMBRO,BRANCO,P,2,17999,179.99,FASHION MODA TREND >> BLUSAS >> OMBRO A OMBRO >> 100% POLIESTER,71625642 - BLUSA CAIMENTO LAÇOSCOMBABADOS PLNA - Tam P Cor BRANCO,    ,P BUSTO 89CM  ,  ,   
36250,71625642,2000000001647,BLUSA CAIMENTO LAÇOSCOMBABADOS PLNA,BLUSAS,OMBRO A OMBRO,BRANCO,M,2,17999,179.99,FASHION MODA TREND >> BLUSAS >> OMBRO A OMBRO >> 100% POLIESTER,71625642 - BLUSA CAIMENTO LAÇOSCOMBABADOS PLNA - Tam M Cor BRANCO,    ,M BUSTO 93 CM,  ,   
36251,71625655,2000000001043,REGATA CAVADA DELICADO CDOIS,BLUSAS,REGATA,AZUL BEBE,P,1,21999,219.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,71625655 - REGATA CAVADA DELICADO CDOIS - Tam P Cor AZUL BEBE,    ,P BUSTO 89CM  ,  ,   
36252,71625655,2000000001050,REGATA CAVADA DELICADO CDOIS,BLUSAS,REGATA,AZUL BEBE,M,1,21999,219.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,71625655 - REGATA CAVADA DELICADO CDOIS - Tam M Cor AZUL BEBE,    ,M BUSTO 93 CM,  ,   
36253,71625655,2000000001067,REGATA CAVADA DELICADO CDOIS,BLUSAS,REGATA,AZUL BEBE,G,1,21999,219.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,71625655 - REGATA CAVADA DELICADO CDOIS - Tam G Cor AZUL BEBE,    ,G BUSTO 97 CM,  ,   
36254,71625655,2000000001074,REGATA CAVADA DELICADO CDOIS,BLUSAS,REGATA,OFF,G,1,21999,219.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,71625655 - REGATA CAVADA DELICADO CDOIS - Tam G Cor OFF,    ,G BUSTO 97 CM,  ,   
36255,71625655,2000000001081,REGATA CAVADA DELICADO CDOIS,BLUSAS,REGATA,OFF,M,1,21999,219.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,71625655 - REGATA CAVADA DELICADO CDOIS - Tam M Cor OFF,    ,M BUSTO 93 CM,  ,   
36256,71625655,2000000001098,REGATA CAVADA DELICADO CDOIS,BLUSAS,REGATA,OFF,P,1,21999,219.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,71625655 - REGATA CAVADA DELICADO CDOIS - Tam P Cor OFF,    ,P BUSTO 89CM  ,  ,   
36257,162569,2000000001401,BLUSA RENDA PÉROLAS MENORES E MAIORES,BLUSAS,,ROSE,P,2,21999,219.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> 100% POLIESTER,162569 - BLUSA RENDA PÉROLAS MENORES E MAIORES - Tam P Cor ROSE,    ,P BUSTO 89CM  ,  ,   
36258,162569,2000000001418,BLUSA RENDA PÉROLAS MENORES E MAIORES,BLUSAS,,ROSE,M,1,21999,219.99,ALL FASHION TREND MODA RENDA  >> BLUSAS >> 100% POLIESTER,162569 - BLUSA RENDA PÉROLAS MENORES E MAIORES - Tam M Cor ROSE,    ,M BUSTO 93 CM,  ,   
36259,162580,2000000001623,CROPPED BANDAGEM C ZIPER FAHION,BLUSAS,CROPPED,BRANCO,P,1,39998,399.98,ALL WHITE FASHION MODA TREND  >> BLUSAS >> CROPPED >> VISCOSE + POLIAMIDA ,162580 - CROPPED BANDAGEM C ZIPER FAHION - Tam P Cor BRANCO,    ,P BUSTO 89CM  ,  ,   
36260,162581,2000000001609,SAIA BANDAGEM C ZIPER FASHION,SAIAS,CURTA,BRANCA,P,1,39998,399.98,ALL WHITE FASHION MODA TREND  >> SAIAS >> CURTA >> VISCOSE + POLIAMIDA ,162581 - SAIA BANDAGEM C ZIPER FASHION - Tam P Cor BRANCA,    ,P CINTURA 69 CM QUADRIL  99CM,  ,   
36261,162581,2000000001616,SAIA BANDAGEM C ZIPER FASHION,SAIAS,CURTA,BRANCA,M,1,39998,399.98,ALL WHITE FASHION MODA TREND  >> SAIAS >> CURTA >> VISCOSE + POLIAMIDA ,162581 - SAIA BANDAGEM C ZIPER FASHION - Tam M Cor BRANCA,    ,M CINTURA 73 CM QUADRIL 103 CM ,  ,   
36262,81625851,2000000001210,BLUSA TRANSLÚCIDA DOURADO ENDLESS,BLUSAS,,BRANCO,P,2,17999,179.99,FASHION MODA TREND >> BLUSAS >> 100% ALGODÃO,81625851 - BLUSA TRANSLÚCIDA DOURADO ENDLESS - Tam P Cor BRANCO,    ,P BUSTO 89CM  ,  ,   
36263,81625851,2000000001227,BLUSA TRANSLÚCIDA DOURADO ENDLESS,BLUSAS,,BRANCO,M,1,17999,179.99,FASHION MODA TREND >> BLUSAS >> 100% ALGODÃO,81625851 - BLUSA TRANSLÚCIDA DOURADO ENDLESS - Tam M Cor BRANCO,    ,M BUSTO 93 CM,  ,   
36264,81625851,2000000001234,BLUSA TRANSLÚCIDA DOURADO ENDLESS,BLUSAS,,ROSE,M,2,17999,179.99,FASHION MODA TREND >> BLUSAS >> 100% ALGODÃO,81625851 - BLUSA TRANSLÚCIDA DOURADO ENDLESS - Tam M Cor ROSE,    ,M BUSTO 93 CM,  ,   
36265,81625851,2000000001241,BLUSA TRANSLÚCIDA DOURADO ENDLESS,BLUSAS,,ROSE,P,2,17999,179.99,FASHION MODA TREND >> BLUSAS >> 100% ALGODÃO,81625851 - BLUSA TRANSLÚCIDA DOURADO ENDLESS - Tam P Cor ROSE,    ,P BUSTO 89CM  ,  ,   
36266,91625893,2000000000862,BLUSA CFORRO DOURADO ENDLESS,BLUSAS,REGATA,FLORAL,P,2,17999,179.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,91625893 - BLUSA CFORRO DOURADO ENDLESS - Tam P Cor FLORAL,    ,P BUSTO 89 CM COMPRIMENTO 61 CM,  ,   
36267,91625893,2000000000879,BLUSA CFORRO DOURADO ENDLESS,BLUSAS,REGATA,FLORAL,M,1,17999,179.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,91625893 - BLUSA CFORRO DOURADO ENDLESS - Tam M Cor FLORAL,    ,M BUSTO 93 CM COMPRIMENTO 62 CM ,  ,   
36268,71625912,2000000001104,BLUSA PLANA BARRA CINTURAALTA RECORTES,BLUSAS,REGATA,BRANCO,P,2,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,71625912 - BLUSA PLANA BARRA CINTURAALTA RECORTES - Tam P Cor BRANCO,    ,P BUSTO 93 CM,  ,   
36269,71625912,2000000001111,BLUSA PLANA BARRA CINTURAALTA RECORTES,BLUSAS,REGATA,BRANCO,M,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,71625912 - BLUSA PLANA BARRA CINTURAALTA RECORTES - Tam M Cor BRANCO,    ,M BUSTO 97 CM,  ,   
36270,71625912,2000000001128,BLUSA PLANA BARRA CINTURAALTA RECORTES,BLUSAS,REGATA,BRANCO,G,1,13999,139.99,FASHION MODA TREND >> BLUSAS >> REGATA >> 100% POLIESTER,71625912 - BLUSA PLANA BARRA CINTURAALTA RECORTES - Tam G Cor BRANCO,    ,G BUSTO 101 CM,  ,   
36271,71625925,2000000001548,BLUSA PLANA MANG MRENDA ANJOS,BLUSAS,T-SHIRT,PRETA,P,2,17999,179.99,FASHION MODA TREND >> BLUSAS >> T-SHIRT >> 100% ALGODÃO,71625925 - BLUSA PLANA MANG MRENDA ANJOS - Tam P Cor PRETA,    ,P BUSTO 89CM  ,  ,   
36272,71625925,2000000001555,BLUSA PLANA MANG MRENDA ANJOS,BLUSAS,T-SHIRT,PRETA,M,1,17999,179.99,FASHION MODA TREND >> BLUSAS >> T-SHIRT >> 100% ALGODÃO,71625925 - BLUSA PLANA MANG MRENDA ANJOS - Tam M Cor PRETA,    ,M BUSTO 93 CM,  ,   
36273,71625925,2000000001579,BLUSA PLANA MANG MRENDA ANJOS,BLUSAS,T-SHIRT,BRANCA,P,2,17999,179.99,FASHION MODA TREND >> BLUSAS >> T-SHIRT >> 100% ALGODÃO,71625925 - BLUSA PLANA MANG MRENDA ANJOS - Tam P Cor BRANCA,    ,P BUSTO 89CM  ,  ,   
36274,71625925,2000000001586,BLUSA PLANA MANG MRENDA ANJOS,BLUSAS,T-SHIRT,BRANCA,M,2,17999,179.99,FASHION MODA TREND >> BLUSAS >> T-SHIRT >> 100% ALGODÃO,71625925 - BLUSA PLANA MANG MRENDA ANJOS - Tam M Cor BRANCA,    ,M BUSTO 93 CM,  ,   
36275,71625925,2000000001593,BLUSA PLANA MANG MRENDA ANJOS,BLUSAS,T-SHIRT,PRETA,G,2,17999,179.99,FASHION MODA TREND >> BLUSAS >> T-SHIRT >> 100% ALGODÃO,71625925 - BLUSA PLANA MANG MRENDA ANJOS - Tam G Cor PRETA,    ,G BUSTO 97 CM,  ,   
36276,71625938,2000000001425,BLUSA ESTAMPA FLAMINGO DOURADO ENDLESS,BLUSAS,T-SHIRT,BRANCO,P,2,9999,99.99,FASHION MODA TREND >> BLUSAS >> T-SHIRT >> ALGODÃO + ELASTANO,71625938 - BLUSA ESTAMPA FLAMINGO DOURADO ENDLESS - Tam P Cor BRANCO,    ,P BUSTO 89CM  ,  ,   
36277,71625938,2000000001432,BLUSA ESTAMPA FLAMINGO DOURADO ENDLESS,BLUSAS,T-SHIRT,BRANCO,M,2,9999,99.99,FASHION MODA TREND >> BLUSAS >> T-SHIRT >> ALGODÃO + ELASTANO,71625938 - BLUSA ESTAMPA FLAMINGO DOURADO ENDLESS - Tam M Cor BRANCO,    ,M BUSTO 93 CM,  ,   
36278,71625938,2000000001449,BLUSA ESTAMPA FLAMINGO DOURADO ENDLESS,BLUSAS,T-SHIRT,PRETA,M,1,9999,99.99,FASHION MODA TREND >> BLUSAS >> T-SHIRT >> ALGODÃO + ELASTANO,71625938 - BLUSA ESTAMPA FLAMINGO DOURADO ENDLESS - Tam M Cor PRETA,    ,M BUSTO 93 CM,  ,   
36279,71625938,2000000001456,BLUSA ESTAMPA FLAMINGO DOURADO ENDLESS,BLUSAS,T-SHIRT,PRETA,P,1,9999,99.99,FASHION MODA TREND >> BLUSAS >> T-SHIRT >> ALGODÃO + ELASTANO,71625938 - BLUSA ESTAMPA FLAMINGO DOURADO ENDLESS - Tam P Cor PRETA,    ,P BUSTO 89CM  ,  ,   
36280,81625967,2000000001463,BLUSA PLANA DOURADO ENDLESS,BLUSAS,T-SHIRT,BRANCO,P,2,17999,179.99,FASHION MODA TREND >> BLUSAS >> T-SHIRT >> 100% ALGODÃO,81625967 - BLUSA PLANA DOURADO ENDLESS - Tam P Cor BRANCO,    ,P BUSTO 89CM  ,  ,   
36281,81625967,2000000001470,BLUSA PLANA DOURADO ENDLESS,BLUSAS,T-SHIRT,BRANCO,M,2,17999,179.99,FASHION MODA TREND >> BLUSAS >> T-SHIRT >> 100% ALGODÃO,81625967 - BLUSA PLANA DOURADO ENDLESS - Tam M Cor BRANCO,    ,M BUSTO 93 CM,  ,   
36282,81625967,2000000001494,BLUSA PLANA DOURADO ENDLESS,BLUSAS,T-SHIRT,BRANCO,G,1,17999,179.99,FASHION MODA TREND >> BLUSAS >> T-SHIRT >> 100% ALGODÃO,81625967 - BLUSA PLANA DOURADO ENDLESS - Tam G Cor BRANCO,    ,G BUSTO 97 CM,  ,   
36283,91625970,2000000001197,VESTIDO BANDAGEM DOURADO ENDLESS,VESTIDOS,MIDI,LARANJA + FENDI,P,2,99999,999.99,FASHION MODA TREND >> VESTIDOS >> MIDI >> VISCOSE + POLIAMIDA ,91625970 - VESTIDO BANDAGEM DOURADO ENDLESS - Tam P Cor LARANJA + FENDI,    ,P BUSTO 76CM CINT. 68CM QUAD. 82CM COMP. 77CM,  ,   
36284,91625970,2000000001203,VESTIDO BANDAGEM DOURADO ENDLESS,VESTIDOS,MIDI,LARANJA + FENDI,M,1,99999,999.99,FASHION MODA TREND >> VESTIDOS >> MIDI >> VISCOSE + POLIAMIDA ,91625970 - VESTIDO BANDAGEM DOURADO ENDLESS - Tam M Cor LARANJA + FENDI,    ,M BUSTO 80CM CINT. 72CM QUAD. 86CM COMP. 78CM,  ,   
36285,61630550,2000000001500,CALÇA CIRRE BOCA DUSTY LOVELY,CALÇAS,,AZUL,P,1,25999,259.99,,61630550 - CALÇA CIRRE BOCA DUSTY LOVELY - Tam P Cor AZUL,    ,,  ,   
36286,61630550,2000000001517,CALÇA CIRRE BOCA DUSTY LOVELY,CALÇAS,,AZUL,M,1,25999,259.99,,61630550 - CALÇA CIRRE BOCA DUSTY LOVELY - Tam M Cor AZUL,    ,,  ,   
36287,61630550,2000000001524,CALÇA CIRRE BOCA DUSTY LOVELY,CALÇAS,,PRETA,P,1,25999,259.99,,61630550 - CALÇA CIRRE BOCA DUSTY LOVELY - Tam P Cor PRETA,    ,,  ,   
36288,61630550,2000000001531,CALÇA CIRRE BOCA DUSTY LOVELY,CALÇAS,,PRETA,M,1,25999,259.99,,61630550 - CALÇA CIRRE BOCA DUSTY LOVELY - Tam M Cor PRETA,    ,,  ,   
